student_id,week_start,avg_grade,absence_hours
59,2024-09-16,32.1,27
59,2024-09-23,39.3,29
59,2024-09-30,15.7,29
59,2024-10-07,20.5,34
59,2024-10-14,30.0,30
59,2024-10-21,19.3,32
59,2024-10-28,26.7,26
59,2024-11-04,22.5,31
59,2024-11-11,5.4,33
59,2024-11-18,32.5,32
59,2024-11-25,21.9,35
59,2024-12-02,5.1,30
59,2024-12-09,15.6,32
59,2024-12-16,0.0,33
60,2024-09-02,65.8,14
60,2024-09-09,53.4,14
60,2024-09-16,59.3,12
60,2024-09-23,58.0,13
60,2024-09-30,64.1,13
60,2024-10-07,66.7,14
60,2024-10-14,54.0,16
60,2024-10-21,51.1,16
60,2024-10-28,51.9,14
60,2024-11-04,60.7,14
60,2024-11-11,47.1,16
60,2024-11-18,56.7,16
60,2024-11-25,59.2,16
60,2024-12-02,61.2,16
60,2024-12-09,40.0,13
60,2024-12-16,71.2,16
61,2024-09-02,37.6,27
61,2024-09-09,28.1,27
61,2024-09-16,46.9,29
61,2024-09-23,21.5,26
61,2024-09-30,40.2,29
61,2024-10-07,28.9,31
61,2024-10-14,17.9,31
61,2024-10-21,15.3,29
61,2024-10-28,28.1,30
61,2024-11-04,21.5,31
61,2024-11-11,21.0,29
61,2024-11-18,9.8,31
61,2024-11-25,6.5,33
61,2024-12-02,21.2,34
61,2024-12-09,7.6,33
61,2024-12-16,12.5,34
62,2024-09-02,63.0,11
62,2024-09-09,77.4,10
62,2024-09-16,79.6,9
62,2024-09-23,61.8,8
62,2024-09-30,56.8,9
62,2024-10-07,68.6,8
62,2024-10-14,79.6,8
62,2024-10-21,68.0,8
62,2024-10-28,55.3,8
62,2024-11-04,50.1,7
62,2024-11-11,76.8,9
62,2024-11-18,65.2,8
62,2024-11-25,61.4,8
62,2024-12-02,93.4,11
62,2024-12-09,70.4,9
62,2024-12-16,62.2,7
63,2024-09-02,62.9,14
63,2024-09-09,67.0,17
63,2024-09-16,62.1,15
63,2024-09-23,45.7,16
63,2024-09-30,49.7,14
63,2024-10-07,66.3,17
63,2024-10-14,54.6,15
63,2024-10-21,52.4,13
63,2024-10-28,52.7,13
63,2024-11-04,62.9,16
63,2024-11-11,61.7,14
63,2024-11-18,47.3,16
63,2024-11-25,57.1,15
63,2024-12-02,54.0,18
63,2024-12-09,59.5,19
63,2024-12-16,65.9,18
64,2024-09-02,51.4,16
64,2024-09-09,56.3,12
64,2024-09-16,71.4,14
64,2024-09-23,50.7,14
64,2024-09-30,52.5,14
64,2024-10-07,56.8,18
64,2024-10-14,53.0,18
64,2024-10-21,64.8,16
64,2024-10-28,63.7,15
64,2024-11-04,67.8,16
64,2024-11-11,43.9,16
64,2024-11-18,63.2,15
64,2024-11-25,57.6,15
64,2024-12-02,45.3,13
64,2024-12-09,43.8,17
64,2024-12-16,35.9,15
65,2024-09-02,63.9,8
65,2024-09-09,55.1,9
65,2024-09-16,59.8,10
65,2024-09-23,65.0,8
65,2024-09-30,70.0,9
65,2024-10-07,70.3,8
65,2024-10-14,72.7,9
65,2024-10-21,63.9,9
65,2024-10-28,79.5,9
65,2024-11-04,77.5,9
65,2024-11-11,62.5,7
65,2024-11-18,72.6,10
65,2024-11-25,92.3,10
65,2024-12-02,60.6,7
65,2024-12-09,88.2,8
65,2024-12-16,70.4,7
66,2024-09-02,56.5,21
66,2024-09-09,37.1,19
66,2024-09-16,45.0,21
66,2024-09-23,48.4,22
66,2024-09-30,38.9,20
66,2024-10-07,39.0,20
66,2024-10-14,38.5,22
66,2024-10-21,31.6,23
66,2024-10-28,35.0,21
66,2024-11-04,34.4,22
66,2024-11-11,37.2,23
66,2024-11-18,42.9,24
66,2024-11-25,37.3,21
66,2024-12-02,32.1,21
66,2024-12-09,47.1,26
66,2024-12-16,38.0,25
67,2024-09-02,32.0,28
67,2024-09-09,15.8,28
67,2024-09-16,20.1,29
67,2024-09-23,25.3,32
67,2024-09-30,31.7,29
67,2024-10-07,20.8,32
67,2024-10-14,21.3,30
67,2024-10-21,20.5,30
67,2024-10-28,19.0,28
67,2024-11-04,5.0,31
67,2024-11-11,28.5,32
67,2024-11-18,8.8,29
67,2024-11-25,19.4,31
67,2024-12-02,16.9,33
67,2024-12-09,14.1,33
67,2024-12-16,12.0,33
68,2024-09-02,38.9,19
68,2024-09-09,24.2,20
68,2024-09-16,54.7,22
68,2024-09-23,43.6,20
68,2024-09-30,49.0,21
68,2024-10-07,52.8,20
68,2024-10-14,33.5,20
68,2024-10-21,26.9,20
68,2024-10-28,38.8,21
68,2024-11-04,6.4,24
68,2024-11-11,23.0,23
68,2024-11-18,36.0,26
68,2024-11-25,43.0,22
68,2024-12-02,28.6,25
68,2024-12-09,21.7,23
68,2024-12-16,31.7,23
69,2024-09-02,46.8,21
69,2024-09-09,46.9,21
69,2024-09-16,45.8,21
69,2024-09-23,36.5,21
69,2024-09-30,35.3,20
69,2024-10-07,37.6,21
69,2024-10-14,39.8,23
69,2024-10-21,34.8,22
69,2024-10-28,38.9,21
69,2024-11-04,37.8,24
69,2024-11-11,38.0,23
69,2024-11-18,30.1,25
69,2024-11-25,29.8,20
69,2024-12-02,41.1,23
69,2024-12-09,31.1,22
69,2024-12-16,47.7,24
70,2024-09-02,74.4,9
70,2024-09-09,72.2,10
70,2024-09-16,68.0,6
70,2024-09-23,76.9,9
70,2024-09-30,70.9,9
70,2024-10-07,67.0,8
70,2024-10-14,68.9,7
70,2024-10-21,79.5,6
70,2024-10-28,88.9,10
70,2024-11-04,55.8,8
70,2024-11-11,68.7,9
70,2024-11-18,62.1,8
70,2024-11-25,69.0,7
70,2024-12-02,63.0,10
70,2024-12-09,56.4,9
70,2024-12-16,76.4,8
71,2024-09-02,70.4,10
71,2024-09-09,64.4,7
71,2024-09-16,66.0,10
71,2024-09-23,80.3,6
71,2024-09-30,78.0,10
71,2024-10-07,82.4,9
71,2024-10-14,69.6,10
71,2024-10-21,75.6,12
71,2024-10-28,77.7,9
71,2024-11-04,60.6,7
71,2024-11-11,58.5,8
71,2024-11-18,77.4,8
71,2024-11-25,78.2,9
71,2024-12-02,66.8,8
71,2024-12-09,73.8,9
71,2024-12-16,71.2,7
72,2024-09-02,26.5,31
72,2024-09-09,38.4,26
72,2024-09-16,8.3,28
72,2024-09-23,32.9,28
72,2024-09-30,32.5,29
72,2024-10-07,21.7,31
72,2024-10-14,17.3,29
72,2024-10-21,25.5,30
72,2024-10-28,34.0,32
72,2024-11-04,22.4,31
72,2024-11-11,22.9,31
72,2024-11-18,16.8,30
72,2024-11-25,21.4,32
72,2024-12-02,27.6,36
72,2024-12-09,16.4,33
72,2024-12-16,1.3,34
73,2024-09-02,87.7,4
73,2024-09-09,99.9,1
73,2024-09-16,78.8,2
73,2024-09-23,92.9,3
73,2024-09-30,79.2,4
73,2024-10-07,76.9,1
73,2024-10-14,85.6,2
73,2024-10-21,93.8,3
73,2024-10-28,100.0,2
73,2024-11-04,85.9,4
73,2024-11-11,86.2,5
73,2024-11-18,91.4,0
73,2024-11-25,96.5,4
73,2024-12-02,94.8,0
73,2024-12-09,82.0,1
73,2024-12-16,80.7,5
74,2024-09-02,43.9,20
74,2024-09-09,47.7,21
74,2024-09-16,15.8,20
74,2024-09-23,30.4,22
74,2024-09-30,38.7,21
74,2024-10-07,23.6,21
74,2024-10-14,48.4,24
74,2024-10-21,44.5,20
74,2024-10-28,48.1,23
74,2024-11-04,36.3,19
74,2024-11-11,44.1,21
74,2024-11-18,38.5,23
74,2024-11-25,47.3,23
74,2024-12-02,34.1,25
74,2024-12-09,28.2,24
74,2024-12-16,31.2,22
75,2024-09-02,44.0,21
75,2024-09-09,54.1,23
75,2024-09-16,40.1,19
75,2024-09-23,39.2,19
75,2024-09-30,39.3,21
75,2024-10-07,46.1,18
75,2024-10-14,33.6,20
75,2024-10-21,48.2,20
75,2024-10-28,39.8,22
75,2024-11-04,45.6,23
75,2024-11-11,37.5,21
75,2024-11-18,20.9,23
75,2024-11-25,39.2,20
75,2024-12-02,24.4,23
75,2024-12-09,36.2,22
75,2024-12-16,28.2,21
76,2024-09-02,71.0,13
76,2024-09-09,64.1,15
76,2024-09-16,69.8,14
76,2024-09-23,59.6,12
76,2024-09-30,43.4,16
76,2024-10-07,44.3,15
76,2024-10-14,66.4,16
76,2024-10-21,52.7,13
76,2024-10-28,61.8,17
76,2024-11-04,52.2,14
76,2024-11-11,53.0,16
76,2024-11-18,66.7,14
76,2024-11-25,44.6,19
76,2024-12-02,54.9,16
76,2024-12-09,50.5,16
76,2024-12-16,63.5,16
77,2024-09-02,43.9,27
77,2024-09-09,26.5,28
77,2024-09-16,30.9,29
77,2024-09-23,15.5,29
77,2024-09-30,21.4,28
77,2024-10-07,23.2,28
77,2024-10-14,12.5,26
77,2024-10-21,34.1,31
77,2024-10-28,17.8,29
77,2024-11-04,0.0,30
77,2024-11-11,21.7,33
77,2024-11-18,19.7,32
77,2024-11-25,23.6,32
77,2024-12-02,20.4,32
77,2024-12-09,3.3,31
77,2024-12-16,0.4,34
78,2024-09-02,64.1,7
78,2024-09-09,75.7,9
78,2024-09-16,77.7,9
78,2024-09-23,64.0,8
78,2024-09-30,71.0,7
78,2024-10-07,61.2,7
78,2024-10-14,86.3,8
78,2024-10-21,79.9,8
78,2024-10-28,77.1,10
78,2024-11-04,77.6,9
78,2024-11-11,81.0,9
78,2024-11-18,83.7,6
78,2024-11-25,72.8,9
78,2024-12-02,62.5,9
78,2024-12-09,58.1,7
78,2024-12-16,54.0,11
79,2024-09-02,68.1,12
79,2024-09-09,76.4,9
79,2024-09-16,65.3,7
79,2024-09-23,74.2,8
79,2024-09-30,59.3,6
79,2024-10-07,62.3,11
79,2024-10-14,87.7,9
79,2024-10-21,71.2,8
79,2024-10-28,62.5,10
79,2024-11-04,85.0,7
79,2024-11-11,69.3,8
79,2024-11-18,66.6,10
79,2024-11-25,59.5,9
79,2024-12-02,75.8,8
79,2024-12-09,77.1,9
79,2024-12-16,79.7,6
80,2024-09-02,83.2,3
80,2024-09-09,64.7,1
80,2024-09-16,79.7,4
80,2024-09-23,80.6,1
80,2024-09-30,92.9,0
80,2024-10-07,69.9,2
80,2024-10-14,75.0,0
80,2024-10-21,91.2,4
80,2024-10-28,93.1,4
80,2024-11-04,96.8,0
80,2024-11-11,90.5,2
80,2024-11-18,81.1,3
80,2024-11-25,73.3,0
80,2024-12-02,92.3,3
80,2024-12-09,88.4,1
80,2024-12-16,93.4,3
81,2024-09-02,70.7,7
81,2024-09-09,66.6,10
81,2024-09-16,80.6,8
81,2024-09-23,68.0,8
81,2024-09-30,72.2,7
81,2024-10-07,46.8,10
81,2024-10-14,84.4,7
81,2024-10-21,61.5,8
81,2024-10-28,68.5,10
81,2024-11-04,70.4,7
81,2024-11-11,59.5,10
81,2024-11-18,74.8,10
81,2024-11-25,62.3,11
81,2024-12-02,56.1,9
81,2024-12-09,54.7,7
81,2024-12-16,82.5,10
82,2024-09-02,65.6,8
82,2024-09-09,70.8,9
82,2024-09-16,80.0,8
82,2024-09-23,57.1,9
82,2024-09-30,66.3,6
82,2024-10-07,72.4,8
82,2024-10-14,72.5,7
82,2024-10-21,73.9,6
82,2024-10-28,63.4,8
82,2024-11-04,83.9,9
82,2024-11-11,78.6,10
82,2024-11-18,98.8,8
82,2024-11-25,81.4,10
82,2024-12-02,78.0,11
82,2024-12-09,66.6,8
82,2024-12-16,72.6,8
83,2024-09-02,72.5,11
83,2024-09-09,66.2,8
83,2024-09-16,71.4,8
83,2024-09-23,54.7,7
83,2024-09-30,75.5,10
83,2024-10-07,60.8,7
83,2024-10-14,70.2,5
83,2024-10-21,66.4,6
83,2024-10-28,81.0,7
83,2024-11-04,83.2,10
83,2024-11-11,64.8,7
83,2024-11-18,68.5,8
83,2024-11-25,72.8,7
83,2024-12-02,76.0,9
83,2024-12-09,67.3,7
83,2024-12-16,68.5,7
84,2024-09-02,44.5,20
84,2024-09-09,45.3,23
84,2024-09-16,41.4,22
84,2024-09-23,43.6,21
84,2024-09-30,40.0,21
84,2024-10-07,42.5,20
84,2024-10-14,27.8,22
84,2024-10-21,45.9,23
84,2024-10-28,39.2,23
84,2024-11-04,43.0,23
84,2024-11-11,29.6,21
84,2024-11-18,32.6,22
84,2024-11-25,33.1,20
84,2024-12-02,48.0,22
84,2024-12-09,34.9,25
84,2024-12-16,14.0,23
85,2024-09-02,26.9,27
85,2024-09-09,27.2,30
85,2024-09-16,32.6,30
85,2024-09-23,26.2,27
85,2024-09-30,7.7,27
85,2024-10-07,25.8,29
85,2024-10-14,19.9,29
85,2024-10-21,36.3,29
85,2024-10-28,26.2,31
85,2024-11-04,16.9,33
85,2024-11-11,27.6,31
85,2024-11-18,20.9,32
85,2024-11-25,13.2,32
85,2024-12-02,6.2,32
85,2024-12-09,5.7,34
85,2024-12-16,8.1,31
86,2024-09-02,80.2,0
86,2024-09-09,82.1,3
86,2024-09-16,85.1,6
86,2024-09-23,90.9,3
86,2024-09-30,73.2,2
86,2024-10-07,82.6,1
86,2024-10-14,80.2,0
86,2024-10-21,76.4,4
86,2024-10-28,85.6,2
86,2024-11-04,86.8,4
86,2024-11-11,87.0,3
86,2024-11-18,80.3,1
86,2024-11-25,90.0,5
86,2024-12-02,98.7,3
86,2024-12-09,88.5,4
86,2024-12-16,93.8,0
87,2024-09-02,61.6,9
87,2024-09-09,55.7,7
87,2024-09-16,64.4,8
87,2024-09-23,67.7,8
87,2024-09-30,76.6,8
87,2024-10-07,66.9,6
87,2024-10-14,78.2,7
87,2024-10-21,61.3,9
87,2024-10-28,63.9,8
87,2024-11-04,72.1,8
87,2024-11-11,88.5,8
87,2024-11-18,74.9,5
87,2024-11-25,63.1,7
87,2024-12-02,62.4,9
87,2024-12-09,78.3,9
87,2024-12-16,68.2,7
88,2024-09-02,38.9,31
88,2024-09-09,29.7,29
88,2024-09-16,29.9,29
88,2024-09-23,16.5,28
88,2024-09-30,27.5,31
88,2024-10-07,16.4,26
88,2024-10-14,17.6,31
88,2024-10-21,7.5,28
88,2024-10-28,20.0,30
88,2024-11-04,22.1,29
88,2024-11-11,13.3,33
88,2024-11-18,5.0,34
88,2024-11-25,4.6,33
88,2024-12-02,8.7,31
88,2024-12-09,6.3,34
88,2024-12-16,8.9,35
89,2024-09-02,97.5,1
89,2024-09-09,76.0,1
89,2024-09-16,79.0,4
89,2024-09-23,90.8,2
89,2024-09-30,86.3,5
89,2024-10-07,100.0,3
89,2024-10-14,65.3,3
89,2024-10-21,94.1,3
89,2024-10-28,92.6,3
89,2024-11-04,77.0,1
89,2024-11-11,84.4,4
89,2024-11-18,80.9,3
89,2024-11-25,89.6,5
89,2024-12-02,86.9,0
89,2024-12-09,92.5,6
89,2024-12-16,93.1,1
90,2024-09-02,77.3,1
90,2024-09-09,100.0,2
90,2024-09-16,80.9,2
90,2024-09-23,83.7,5
90,2024-09-30,78.3,4
90,2024-10-07,87.4,4
90,2024-10-14,99.2,3
90,2024-10-21,84.1,3
90,2024-10-28,86.0,0
90,2024-11-04,99.3,3
90,2024-11-11,77.6,0
90,2024-11-18,68.4,4
90,2024-11-25,82.2,2
90,2024-12-02,91.1,2
90,2024-12-09,91.7,2
90,2024-12-16,86.7,0
91,2024-09-02,79.4,4
91,2024-09-09,80.6,4
91,2024-09-16,100.0,4
91,2024-09-23,98.2,4
91,2024-09-30,82.1,3
91,2024-10-07,100.0,2
91,2024-10-14,78.2,1
91,2024-10-21,84.9,1
91,2024-10-28,100.0,3
91,2024-11-04,94.6,2
91,2024-11-11,77.8,0
91,2024-11-18,79.8,3
91,2024-11-25,91.3,3
91,2024-12-02,75.3,2
91,2024-12-09,79.1,3
91,2024-12-16,91.2,1
92,2024-09-02,67.7,18
92,2024-09-09,66.4,15
92,2024-09-16,56.9,15
92,2024-09-23,53.1,15
92,2024-09-30,49.8,12
92,2024-10-07,60.4,15
92,2024-10-14,53.7,13
92,2024-10-21,60.3,14
92,2024-10-28,56.6,18
92,2024-11-04,62.7,13
92,2024-11-11,47.0,16
92,2024-11-18,45.9,13
92,2024-11-25,60.9,16
92,2024-12-02,59.9,16
92,2024-12-09,55.5,15
92,2024-12-16,59.9,18
93,2024-09-02,82.0,1
93,2024-09-09,77.0,1
93,2024-09-16,87.8,0
93,2024-09-23,89.8,4
93,2024-09-30,72.0,1
93,2024-10-07,87.1,2
93,2024-10-14,90.7,2
93,2024-10-21,96.8,2
93,2024-10-28,78.9,1
93,2024-11-04,92.7,3
93,2024-11-11,92.0,3
93,2024-11-18,70.9,1
93,2024-11-25,79.0,1
93,2024-12-02,83.9,4
93,2024-12-09,96.9,2
93,2024-12-16,85.4,1
94,2024-09-02,30.7,28
94,2024-09-09,35.0,29
94,2024-09-16,8.8,28
94,2024-09-23,36.9,28
94,2024-09-30,33.5,29
94,2024-10-07,24.4,28
94,2024-10-14,12.8,31
94,2024-10-21,27.2,30
94,2024-10-28,8.9,31
94,2024-11-04,27.4,33
94,2024-11-11,13.4,29
94,2024-11-18,21.3,31
94,2024-11-25,20.7,32
94,2024-12-02,4.7,32
94,2024-12-09,20.8,33
94,2024-12-16,0.6,31
95,2024-09-02,63.8,8
95,2024-09-09,76.6,7
95,2024-09-16,82.4,6
95,2024-09-23,88.7,11
95,2024-09-30,71.1,6
95,2024-10-07,69.6,8
95,2024-10-14,59.8,9
95,2024-10-21,63.4,7
95,2024-10-28,68.4,7
95,2024-11-04,86.6,7
95,2024-11-11,73.5,9
95,2024-11-18,72.8,9
95,2024-11-25,77.1,9
95,2024-12-02,71.8,8
95,2024-12-09,68.9,7
95,2024-12-16,69.5,9
96,2024-09-02,63.2,15
96,2024-09-09,57.9,15
96,2024-09-16,55.0,15
96,2024-09-23,57.4,15
96,2024-09-30,66.9,14
96,2024-10-07,63.4,15
96,2024-10-14,74.5,15
96,2024-10-21,63.6,15
96,2024-10-28,46.6,15
96,2024-11-04,64.5,15
96,2024-11-11,39.4,15
96,2024-11-18,48.2,16
96,2024-11-25,69.0,17
96,2024-12-02,68.6,15
96,2024-12-09,54.9,14
96,2024-12-16,50.3,14
97,2024-09-02,59.5,10
97,2024-09-09,53.3,10
97,2024-09-16,80.0,9
97,2024-09-23,61.1,6
97,2024-09-30,65.6,9
97,2024-10-07,70.0,7
97,2024-10-14,79.2,11
97,2024-10-21,68.2,8
97,2024-10-28,57.9,8
97,2024-11-04,74.1,9
97,2024-11-11,65.9,8
97,2024-11-18,66.4,8
97,2024-11-25,73.4,5
97,2024-12-02,69.4,9
97,2024-12-09,65.4,8
97,2024-12-16,66.4,8
98,2024-09-02,70.0,8
98,2024-09-09,53.2,9
98,2024-09-16,67.7,11
98,2024-09-23,60.5,7
98,2024-09-30,68.4,9
98,2024-10-07,54.4,7
98,2024-10-14,74.7,7
98,2024-10-21,81.0,8
98,2024-10-28,62.8,9
98,2024-11-04,82.9,9
98,2024-11-11,80.1,11
98,2024-11-18,62.6,10
98,2024-11-25,57.8,9
98,2024-12-02,69.4,10
98,2024-12-09,79.4,9
98,2024-12-16,72.4,9
99,2024-09-02,60.5,15
99,2024-09-09,71.3,17
99,2024-09-16,58.3,15
99,2024-09-23,59.8,13
99,2024-09-30,56.2,17
99,2024-10-07,52.6,18
99,2024-10-14,67.7,16
99,2024-10-21,62.5,14
99,2024-10-28,55.6,17
99,2024-11-04,52.6,17
99,2024-11-11,46.2,14
99,2024-11-18,72.1,16
99,2024-11-25,52.3,18
99,2024-12-02,66.3,17
99,2024-12-09,51.5,15
99,2024-12-16,58.3,17
100,2024-09-02,39.9,21
100,2024-09-09,45.4,22
100,2024-09-16,48.5,18
100,2024-09-23,40.0,20
100,2024-09-30,45.5,22
100,2024-10-07,41.1,21
100,2024-10-14,40.1,22
100,2024-10-21,33.6,20
100,2024-10-28,21.6,24
100,2024-11-04,41.2,23
100,2024-11-11,46.6,20
100,2024-11-18,21.9,23
100,2024-11-25,37.3,20
100,2024-12-02,37.1,22
100,2024-12-09,27.0,23
100,2024-12-16,13.2,22
101,2024-09-02,38.4,21
101,2024-09-09,42.0,21
101,2024-09-16,22.1,19
101,2024-09-23,46.2,20
101,2024-09-30,47.8,18
101,2024-10-07,46.1,20
101,2024-10-14,33.6,23
101,2024-10-21,48.0,23
101,2024-10-28,54.3,24
101,2024-11-04,30.9,22
101,2024-11-11,33.6,25
101,2024-11-18,44.6,22
101,2024-11-25,42.0,21
101,2024-12-02,36.3,21
101,2024-12-09,20.0,24
101,2024-12-16,40.0,24
102,2024-09-02,58.5,13
102,2024-09-09,50.4,13
102,2024-09-16,57.6,16
102,2024-09-23,67.6,12
102,2024-09-30,53.3,14
102,2024-10-07,38.3,16
102,2024-10-14,56.3,15
102,2024-10-21,68.8,15
102,2024-10-28,54.3,16
102,2024-11-04,65.9,16
102,2024-11-11,62.7,15
102,2024-11-18,56.3,16
102,2024-11-25,50.6,15
102,2024-12-02,67.4,19
102,2024-12-09,68.8,14
102,2024-12-16,44.4,14
103,2024-09-02,31.1,23
103,2024-09-09,23.9,30
103,2024-09-16,35.0,27
103,2024-09-23,22.3,29
103,2024-09-30,31.9,28
103,2024-10-07,21.1,29
103,2024-10-14,10.9,29
103,2024-10-21,17.8,28
103,2024-10-28,23.9,31
103,2024-11-04,22.9,30
103,2024-11-11,0.1,32
103,2024-11-18,9.2,30
103,2024-11-25,3.1,32
103,2024-12-02,24.3,32
103,2024-12-09,1.6,34
103,2024-12-16,10.3,30
104,2024-09-02,49.3,23
104,2024-09-09,22.4,19
104,2024-09-16,19.7,21
104,2024-09-23,49.7,21
104,2024-09-30,52.1,22
104,2024-10-07,53.9,23
104,2024-10-14,36.3,22
104,2024-10-21,31.8,21
104,2024-10-28,38.5,22
104,2024-11-04,48.0,22
104,2024-11-11,29.0,21
104,2024-11-18,41.0,20
104,2024-11-25,33.4,25
104,2024-12-02,36.6,23
104,2024-12-09,33.2,22
104,2024-12-16,25.9,23
105,2024-09-02,46.2,22
105,2024-09-09,44.0,23
105,2024-09-16,55.3,22
105,2024-09-23,51.5,19
105,2024-09-30,31.8,22
105,2024-10-07,29.5,21
105,2024-10-14,45.7,24
105,2024-10-21,36.7,21
105,2024-10-28,40.6,20
105,2024-11-04,35.9,22
105,2024-11-11,36.3,22
105,2024-11-18,29.1,21
105,2024-11-25,29.0,20
105,2024-12-02,37.0,24
105,2024-12-09,39.9,23
105,2024-12-16,26.3,24
106,2024-09-02,91.1,3
106,2024-09-09,100.0,3
106,2024-09-16,84.1,2
106,2024-09-23,73.8,4
106,2024-09-30,85.5,3
106,2024-10-07,100.0,2
106,2024-10-14,67.9,3
106,2024-10-21,88.0,1
106,2024-10-28,89.9,4
106,2024-11-04,79.3,2
106,2024-11-11,98.8,1
106,2024-11-18,87.6,0
106,2024-11-25,75.3,3
106,2024-12-02,97.0,0
106,2024-12-09,87.9,2
106,2024-12-16,95.0,0
107,2024-09-02,89.4,2
107,2024-09-09,87.9,3
107,2024-09-16,84.2,3
107,2024-09-23,86.6,2
107,2024-09-30,83.5,3
107,2024-10-07,88.2,1
107,2024-10-14,83.8,1
107,2024-10-21,86.3,2
107,2024-10-28,92.9,4
107,2024-11-04,79.5,2
107,2024-11-11,92.0,2
107,2024-11-18,81.2,1
107,2024-11-25,94.0,4
107,2024-12-02,85.6,4
107,2024-12-09,63.6,4
107,2024-12-16,86.2,3
108,2024-09-02,67.4,10
108,2024-09-09,61.5,11
108,2024-09-16,73.2,9
108,2024-09-23,67.4,6
108,2024-09-30,77.4,9
108,2024-10-07,80.9,8
108,2024-10-14,66.6,10
108,2024-10-21,85.3,8
108,2024-10-28,64.0,10
108,2024-11-04,68.0,9
108,2024-11-11,67.9,11
108,2024-11-18,64.4,9
108,2024-11-25,66.1,8
108,2024-12-02,66.7,9
108,2024-12-09,77.3,9
108,2024-12-16,69.1,9
109,2024-09-02,67.2,16
109,2024-09-09,38.2,14
109,2024-09-16,57.6,16
109,2024-09-23,58.6,16
109,2024-09-30,50.2,15
109,2024-10-07,65.8,13
109,2024-10-14,78.4,17
109,2024-10-21,58.0,14
109,2024-10-28,56.3,15
109,2024-11-04,61.0,18
109,2024-11-11,53.4,16
109,2024-11-18,46.6,15
109,2024-11-25,59.6,17
109,2024-12-02,50.3,15
109,2024-12-09,67.7,17
109,2024-12-16,57.4,12
110,2024-09-02,90.1,8
110,2024-09-09,67.5,8
110,2024-09-16,73.0,9
110,2024-09-23,77.6,7
110,2024-09-30,67.5,11
110,2024-10-07,71.8,8
110,2024-10-14,62.5,9
110,2024-10-21,78.2,10
110,2024-10-28,67.9,9
110,2024-11-04,83.4,10
110,2024-11-11,63.7,4
110,2024-11-18,72.4,9
110,2024-11-25,61.3,8
110,2024-12-02,67.9,8
110,2024-12-09,65.6,10
110,2024-12-16,71.2,7
111,2024-09-02,77.3,6
111,2024-09-09,80.3,10
111,2024-09-16,81.1,8
111,2024-09-23,66.0,8
111,2024-09-30,69.3,7
111,2024-10-07,65.6,8
111,2024-10-14,60.6,9
111,2024-10-21,69.6,8
111,2024-10-28,61.1,7
111,2024-11-04,85.5,7
111,2024-11-11,74.9,9
111,2024-11-18,47.8,11
111,2024-11-25,75.5,7
111,2024-12-02,69.8,7
111,2024-12-09,84.6,7
111,2024-12-16,65.8,7
112,2024-09-02,44.6,22
112,2024-09-09,57.6,20
112,2024-09-16,45.5,21
112,2024-09-23,33.9,25
112,2024-09-30,51.9,21
112,2024-10-07,52.9,23
112,2024-10-14,40.2,22
112,2024-10-21,50.8,20
112,2024-10-28,51.4,22
112,2024-11-04,49.4,22
112,2024-11-11,39.2,22
112,2024-11-18,31.5,22
112,2024-11-25,46.0,19
112,2024-12-02,24.3,22
112,2024-12-09,24.9,25
112,2024-12-16,42.8,24
113,2024-09-02,38.9,22
113,2024-09-09,30.5,24
113,2024-09-16,37.0,20
113,2024-09-23,38.3,19
113,2024-09-30,56.4,22
113,2024-10-07,50.0,19
113,2024-10-14,40.9,22
113,2024-10-21,40.9,20
113,2024-10-28,46.6,22
113,2024-11-04,29.6,19
113,2024-11-11,41.4,26
113,2024-11-18,27.6,23
113,2024-11-25,43.9,21
113,2024-12-02,30.4,22
113,2024-12-09,41.4,25
113,2024-12-16,34.0,22
114,2024-09-02,26.5,27
114,2024-09-09,20.8,28
114,2024-09-16,31.8,29
114,2024-09-23,25.7,29
114,2024-09-30,23.7,27
114,2024-10-07,24.2,28
114,2024-10-14,10.8,30
114,2024-10-21,15.3,30
114,2024-10-28,25.5,29
114,2024-11-04,18.1,28
114,2024-11-11,28.2,29
114,2024-11-18,10.4,34
114,2024-11-25,11.2,30
114,2024-12-02,17.4,33
114,2024-12-09,5.2,32
114,2024-12-16,5.4,33
115,2024-09-02,54.9,8
115,2024-09-09,84.3,7
115,2024-09-16,65.3,7
115,2024-09-23,74.9,10
115,2024-09-30,79.4,6
115,2024-10-07,74.0,10
115,2024-10-14,74.1,9
115,2024-10-21,66.2,9
115,2024-10-28,79.9,9
115,2024-11-04,60.0,8
115,2024-11-11,79.7,9
115,2024-11-18,71.0,7
115,2024-11-25,79.5,11
115,2024-12-02,80.1,10
115,2024-12-09,67.1,8
115,2024-12-16,68.7,8
116,2024-09-02,71.4,16
116,2024-09-09,64.0,13
116,2024-09-16,45.9,15
116,2024-09-23,66.2,15
116,2024-09-30,74.2,13
116,2024-10-07,48.9,14
116,2024-10-14,52.7,16
116,2024-10-21,54.7,13
116,2024-10-28,64.9,13
116,2024-11-04,48.9,13
116,2024-11-11,58.8,16
116,2024-11-18,72.2,17
116,2024-11-25,68.2,16
116,2024-12-02,48.5,16
116,2024-12-09,60.8,17
116,2024-12-16,52.0,17
117,2024-09-02,62.5,7
117,2024-09-09,61.1,8
117,2024-09-16,60.6,8
117,2024-09-23,77.2,7
117,2024-09-30,66.0,8
117,2024-10-07,72.0,8
